TIO2(WT%),AL2O3(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),SC(PPM),V(PPM),CR(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),PB(PPM),TH(PPM),U(PPM),Thickness
0.76,16.42,6.4515660000000015,7.2,4.79,0.121,1.61,3.39,0.192,23.0,311.0,29.0,29.0,26.0,121.0,102.0,113.0,1240.0,26.9,157.0,9.82,,1157.0,28.75,60.73,7.79,34.12,7.89,2.22,6.2,0.98,5.19,,2.55,0.37,2.35,0.39,,,,,,0
0.72,15.51,5.21884,5.13,3.21,0.1,2.22,3.27,0.24,,92.0,46.0,16.0,21.0,26.0,55.0,79.0,466.0,17.0,160.0,9.0,6.0,468.0,24.0,,,23.0,2.0,,,,,,,,,,,,19.0,10.0,5.0,0
0.82,17.8,6.7035100000000005,6.62,3.23,0.11,1.18,4.17,0.23,12.0,184.0,9.0,18.0,18.0,,,20.5,710.0,14.0,97.0,4.2,,508.0,14.0,29.0,,17.0,3.45,1.13,3.35,,2.55,,1.25,,1.23,,,,,2.85,,0
0.46,16.94,3.473228,3.99,1.17,0.1,3.3,3.98,0.19,,31.0,3.0,31.0,,9.0,65.0,101.0,429.0,19.0,202.0,13.0,,895.0,,,,,,,,,,,,,,,,,,,,0
1.34,14.34,11.55,10.33,6.43,0.21,0.102,2.65,0.106,41.6,352.0,31.0,43.4,38.0,,,2.05,79.0,34.1,66.3,1.29,0.026,13.0,2.06,6.89,1.28,7.42,2.73,1.05,0.78,4.32,5.35,1.2,3.45,,3.48,0.55,1.95,0.096,0.51,0.113,0.04,1
1.51,14.91,11.82938,8.51,4.04,0.21,0.38,2.9,0.16,,435.0,14.0,33.0,13.0,88.0,104.0,6.0,153.0,34.0,59.0,0.0,,106.0,,,,,,,,,,,,,,,,,,,,1
1.21,16.25,6.136636,7.28,3.31,0.08,1.73,3.27,0.55,,178.0,20.0,,,,,35.0,1104.0,13.0,161.0,11.0,,884.0,33.6,69.0,8.75,31.6,5.7,1.57,4.5,0.6,2.7,0.5,1.2,,1.0,0.15,,,14.0,4.2,1.0,0
0.189798755,12.88261481,1.46762052,1.535620414,0.637218482,0.070356217,4.69872101,3.2037680460000004,0.038154232,,24.93658744,8.639331392999999,3.284473336,28.33510941,19.7656163,18.66752552,145.43200369999997,157.8262881,14.4177149,82.46161442,9.631609033,6.593241622000001,692.1055789,26.71932333,48.31416611,5.059508332,15.98479859,2.894214498,0.605863006,2.567524046,0.34306074299999995,2.164208204,0.398170907,1.263275624,0.223294263,1.65189349,0.267955868,2.616954087,1.118201488,22.46505038,17.53002622,4.658413246,0
0.78,17.37,5.596756,6.32,3.45,0.1,2.16,3.57,0.24,,,46.0,,17.0,,,71.0,537.0,16.0,148.0,8.5,,417.0,23.0,48.0,5.5,23.0,4.4,1.2,3.7,,3.1,0.59,1.7,0.25,1.5,0.24,4.1,0.67,7.56,7.74,1.1,0
0.72,16.5,0.0,5.8,3.62,0.09,1.77,4.06,0.22,13.0,145.0,91.0,20.0,54.0,,,41.5,670.0,12.0,127.0,5.4,,805.0,17.5,37.0,,20.0,3.8,1.03,3.4,,2.3,,1.2,,1.06,,,,,4.4,,0
0.94,16.65,6.982448,6.58,4.31,0.11,1.86,4.24,0.28,17.97,166.24,96.27,19.04,29.66,,,,616.06,16.63,148.2,,,784.19,,,,,,,,,,,,,,,,,,,,0
1.46,15.24,10.192566,11.62,7.92,0.18,0.2,2.51,0.14,,296.0,253.0,44.0,96.0,84.0,80.0,0.0,128.0,37.0,90.0,5.0,,58.0,,,,,,,,,,,,,,,,,,,,1
0.71,18.29,4.55,4.81,2.44,0.07,2.63,4.26,0.24,12.8,,43.0,,14.0,,,82.3,554.3,18.6,140.3,7.4,,775.0,24.1,48.9,6.1,23.8,5.0,1.1,4.3,0.6,3.6,0.7,1.8,0.2,1.5,0.2,4.1,,,10.0,2.8,0
1.86,15.62,9.97,9.97,5.29,0.21,0.19,3.62,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1.11,15.45,10.21,11.25,6.11,0.17,0.21,2.4,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.85,15.21,5.17385,5.66,5.32,0.09,3.47,2.79,,17.0,150.0,266.0,25.0,86.0,0.0,,142.0,654.0,,230.0,,9.9,695.0,51.2,,,,,1.96,,0.66,,,,,,,6.3,1.96,,13.9,6.3,0
1.05,17.4,8.575094,8.55,4.47,0.23,3.24,2.99,0.52,17.0,275.0,18.0,,11.0,,,50.0,1376.0,26.0,99.0,11.0,,644.0,,,,,,,,,,,,,,,,,,,,1
0.63,15.03,4.076094,4.28,2.51,0.08,2.65,3.61,0.17,9.0,79.0,30.0,7.0,13.0,16.0,48.0,83.0,330.0,20.0,117.0,11.0,7.0,505.0,28.0,50.0,,20.0,,,,,,,,,,,,,15.0,12.0,4.0,0
0.72,16.24,4.617616,4.5,2.74,0.09,2.23,3.37,0.3,,123.0,32.0,17.0,13.0,,,84.0,490.0,19.0,164.0,21.0,,580.0,38.0,68.0,,,,,,,,,,,,,,,,,,0
0.28,14.93,7.394832000000001,8.54,6.98,0.09,1.16,1.72,0.05,,142.0,165.0,,64.0,,,13.0,87.0,4.0,46.0,0.0,,23.0,,,,,,,,,,,,,,,,,,,,1
0.8640000000000001,17.18,6.20862,7.09,3.67,0.117,1.54,3.64,0.334,,127.0,182.0,,92.0,30.0,74.0,75.0,789.0,26.0,248.0,25.0,,1258.0,,,,,,,,,,,,,,,,,25.0,24.0,,0
0.63,15.35,4.373028,3.46,2.74,0.07,2.47,3.35,0.18,,85.0,53.0,10.0,22.0,30.0,44.0,90.0,352.0,20.0,141.0,11.0,4.0,494.0,18.0,,,27.0,1.0,,,,,,,,,,,,12.0,12.0,4.0,0
0.79,17.19,9.17,10.47,5.15,0.18,0.91,2.61,0.14,21.7,271.0,26.0,,13.0,,,17.1,317.0,22.7,78.0,1.82,0.57,186.0,7.56,16.4,2.46,11.2,3.2,1.03,3.75,0.65,4.06,0.88,2.45,0.36,2.34,0.37,1.95,0.12,2.93,1.09,0.55,1
0.63,14.4,9.681848,7.32,2.58,0.19,0.85,2.55,0.16,36.11344793,254.0177994,,23.78454654,,26.11913067,104.2193023,10.85533279,338.123728,18.63213948,32.51165044,0.679239923,0.153755762,183.8711799,3.4190868560000003,8.447780897000001,1.3491424769999998,6.842584544,2.226904553,0.7425328809999999,2.75073877,0.47540747,3.1724416630000003,0.68508983,2.006283738,0.30647952300000003,2.115537512,0.321893341,1.112067607,0.040295974,3.638895131,0.35298582799999995,0.316902232,1
1.08,18.0,10.410504,9.6,5.95,0.23,0.93,2.69,0.29,37.0,290.0,31.0,38.0,19.0,87.0,,7.9,591.0,22.0,62.0,,,161.0,,,,,,,,,,,,,,,,,3.0,0.6,0.23,1
2.11,14.61,12.51,7.53,3.41,0.26,0.2,2.95,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.57,16.9,5.749722,5.6,2.85,0.09,0.97,4.28,0.12,13.0,92.0,53.0,19.0,28.0,,,17.0,395.0,10.5,77.0,2.8,,466.0,6.4,13.5,,9.0,2.2,0.7,2.5,,1.85,,1.0,,0.85,,,,,0.9,,0
0.68,15.89,3.905132,4.24,1.75,0.08,3.05,4.21,0.2,14.66,132.0,33.0,66.0,10.0,,,102.4,403.8,23.0,105.0,8.0,,769.0,21.5,43.0,,20.1,4.03,0.94,,0.84,,0.75,,0.29,2.36,0.37,3.8,2.7,,12.0,2.6,0
0.57,16.23,3.698178,3.92,1.86,0.07,3.57,3.57,0.13,,109.0,,9.9,3.1,17.0,33.0,179.0,409.0,20.0,180.0,13.0,13.0,680.0,35.0,69.0,8.4,27.0,5.0,0.95,4.0,0.67,3.4,0.66,1.9,0.32,2.0,0.29,5.8,1.5,,33.0,12.0,0
0.65,15.86,9.924794,9.76,5.29,0.18,0.46,2.26,0.11,36.0,344.0,15.0,,16.0,148.0,128.0,4.25,227.0,15.18,27.0,0.29100000000000004,0.13,128.0,2.02,6.04,1.02,5.27,6.04,0.67,2.13,0.37,2.61,0.57,1.72,0.26,1.78,0.27,0.92,0.0166,3.65,0.18,0.53,1
1.04,13.68,6.1816260000000005,6.91,5.06,0.11,2.45,3.91,0.48,,,239.0,,81.0,,,68.0,818.0,21.0,213.0,18.0,3.0,754.0,62.0,115.0,12.0,45.0,7.5,1.9,6.0,0.7,4.0,0.8,1.9,0.3,1.8,0.3,6.0,1.0,,12.0,3.0,0
0.66,15.65,6.11864,6.1,5.25,0.1,1.55,3.75,0.18,16.6,150.0,240.0,25.0,97.0,,,40.5,582.0,10.8,100.0,3.7,,703.0,15.0,30.0,,15.3,3.1,0.91,2.7,,1.85,,1.0,,0.91,,,,,4.3,,0
0.6,17.07,5.155854,5.28,2.67,,2.12,4.37,0.25,7.0,83.5,7.3,15.9,10.1,24.9,58.3,49.0,692.0,12.4,158.6,7.8,,1220.0,32.1,58.5,,21.2,5.5,,,,,,,,1.2,,0.0,1.2,,6.1,4.3,0
1.02,16.09,6.937458,6.76,4.59,0.11,2.79,3.72,0.44,18.0,185.0,128.0,,55.0,,,88.0,1078.0,21.0,225.0,11.9,,1183.0,51.0,103.0,,50.0,,,,,,,,,,,,,,,,0
0.093,9.57,0.575872,1.86,0.32,0.03,2.091,1.84,0.014,,137.0,13.0,19.0,9.0,42.0,96.0,86.0,405.0,28.0,170.0,13.0,3.0,619.0,27.0,55.0,,20.0,5.1,1.5,,0.6,,,,,1.8,0.26,,,4.0,,,0
0.74,15.4,5.536214,6.15,3.95,0.12,3.1,3.52,0.23,,,,,,,,,,,,,,,28.5,62.9,,,4.24,1.21,,0.556,,,,,2.03,0.341,,,,,,0
1.84,15.51,7.927238000000001,7.05,5.75,0.12,2.97,3.41,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.82,14.49,9.067076,11.6,10.37,0.19,0.63,1.93,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.9373,18.0442,9.69993398,9.5815,4.413,0.192,1.3752,2.7875,0.2539,,306.05028260000006,3.504257684,,,,,27.21237237,685.2130371000002,25.14323274,80.9501052,6.647520279,0.388859671,477.2202592,19.96481298,39.5075436,4.589551417,20.11916921,4.256396452,1.314265754,4.00160975,0.64885967,3.843819475,0.843272664,2.404484461,0.370214057,2.280378777,0.361510703,1.886424149,0.247378372,5.607827174,3.51471864,1.016420567,1
0.88,14.2,8.467118,11.8,10.17,0.14,0.2,2.66,0.07,,,424.0,,253.0,,54.0,0.0,160.0,22.0,55.0,1.0,,10.0,10.0,7.0,,6.0,,,,,,,,,,,,,0.0,0.0,,1
0.89,16.3,6.75,8.66,4.32,0.03,0.28,3.72,0.15,,241.0,88.0,,45.0,,,107.0,339.0,,,,,68.0,,,,,,,,,,,,,,,,,,,,0
1.31,16.84,9.1,11.71,8.15,0.15,0.08,3.31,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1.18,15.82,7.693289999999998,10.65,9.11,0.15,0.34,2.94,0.17,,203.0,320.0,33.0,160.0,60.0,80.0,5.0,223.0,25.5,106.0,5.8,,53.0,6.35,15.4,2.01,10.3,3.26,1.25,3.74,0.7,4.54,0.98,2.91,0.411,2.63,0.387,2.3,0.3,,0.45,0.23,1
1.12,18.61,6.2585180000000005,6.7,2.65,0.12,2.48,2.57,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1.28,16.31,8.89,11.01,6.45,0.18,0.1,2.93,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.53639856,16.18828547,2.59,2.998356413,1.037307613,0.048671325,4.180664014,3.36,0.172377609,5.358,,13.0,6.2635,3.3,,,211.0,311.0,15.0,176.0,13.0,13.6,472.0417,36.6995,77.6,,33.2463,6.4951,1.0590000000000002,,0.5820000000000001,,,,,1.1332,0.135,4.5634,1.5283,,18.8,8.4504,0
1.15,17.12,9.79,11.01,7.49,,0.25,2.84,0.12,42.0,248.0,,,175.0,71.0,62.0,2.34,150.0,28.0,91.0,,,38.4,,11.2,,8.36,2.73,1.08,,,4.72,,3.28,,3.18,0.4,,,,,,1
0.74,16.01,7.78395,13.13,8.23,0.11,0.5,2.04,0.09,42.0,302.0,433.0,,127.0,66.0,66.0,8.0,240.0,23.0,37.0,0.0,,230.0,0.0,11.0,,,,,,,,,,,,,,,0.0,,,1
0.7,15.74,4.81393,4.89,2.59,0.08,3.07,3.49,0.19,15.6,115.0,57.0,19.4,15.0,21.0,118.0,233.1,725.0,26.9,140.0,7.89,,1016.0,50.17,79.44,10.69,39.69,7.16,1.45,5.82,0.85,4.58,0.89,2.53,0.36,2.24,0.35,3.92,0.73,17.8,30.36,8.27,0
0.54,15.75,3.46423,3.49,1.86,0.06,3.91,3.25,0.22,,78.0,10.0,,,,,191.0,402.0,18.6,195.0,15.1,14.1,580.0,45.4,98.3,10.41,36.6,6.45,1.17,4.39,0.67,2.92,0.49,1.47,0.21,1.43,0.2,5.2,1.2,,30.4,6.6,0
0.99,15.87,6.56854,6.8,4.79,0.11,2.85,4.01,0.48,23.0,176.0,160.0,,52.0,,,85.0,1082.0,21.0,236.0,10.0,,1158.0,53.0,101.0,,,,,,,,,,,,,,,,14.0,,0
1.54,16.0,9.970804,6.79,2.75,0.18,1.1,3.94,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.243,13.7,1.52966,1.17,0.25,0.093,4.18,4.38,0.069,,169.0,116.0,,3.0,,,79.0,432.0,17.0,89.0,8.0,,550.0,,,,,,,,,,,,,,,,,,,,0
0.19,13.2,6.273728,3.97,3.55,0.09,1.37,3.78,0.06,,85.0,77.0,,24.0,33.0,37.0,7.0,283.0,7.0,76.0,,,42.0,,7.02,,3.97,1.0,0.3,0.98,,0.86,,0.48,,,,,,,,,1
0.65,15.86,7.4,13.04,8.36,0.13,0.32,2.12,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.9,15.29,5.812708,4.74,5.18,0.09,2.95,2.55,0.2,,,348.0,,141.0,,,155.0,422.0,21.0,285.0,11.0,,685.0,52.0,105.0,,12.0,46.0,9.0,1.5,,5.9,0.7,3.9,,0.8,2.4,,,,0.4,1.7,0
0.77,18.65,10.65,11.76,5.31,0.2,0.64,2.42,0.14,,327.0,28.0,,18.0,,,8.7,476.0,17.2,39.0,,,158.0,,,,,,,,,,,,,,,,,,,,1
1.16,15.92,7.756276,10.62,9.16,0.15,0.43,3.06,0.19,,265.0,430.0,40.0,190.0,80.0,100.0,9.0,331.0,29.8,137.0,5.5,,107.0,8.74,19.8,2.43,11.6,3.35,1.26,3.71,0.67,4.23,0.91,2.71,0.395,2.45,0.375,2.3,0.21,,0.78,0.3,1
0.63,18.14,6.7125080000000015,7.88,2.63,0.15,0.86,3.28,0.14,,176.0,8.0,33.0,5.0,101.0,68.0,15.0,328.0,26.0,76.0,1.2,,351.0,,,,,,,,,,,,,,,,,,,,1
0.38,16.25,4.301044,4.57,2.12,0.08,1.81,4.18,0.13,9.0,100.0,41.0,14.0,22.0,,,43.0,520.0,8.0,72.0,2.6,,860.0,13.0,24.0,,11.4,2.25,0.64,2.2,,1.4,,0.8,,0.69,,,,,3.55,,0
0.61,19.77,7.261386,7.22,2.16,0.11,3.44,3.45,0.62,12.1,183.0,12.0,20.0,4.0,,,96.0,1646.0,23.0,78.0,2.0,3.47,972.0,13.1,25.1,,17.4,4.2,1.42,,0.6,,,,,1.99,0.34,1.6,0.08,15.0,1.78,0.8,1
0.7929914020000001,17.44636454,5.36992909,5.276198186,2.631174819,0.092434852,2.457297489,4.236391237,0.299496507,10.31013212,121.8574962,44.0,17.0,25.0,,,40.4,865.1948516000001,11.53804778,187.8894171,7.587325268,,1203.425742,36.757206,74.70050440000001,,30.94474472,5.226492044,1.372665127,3.422978103,,2.221772138,,1.055756615,,0.992823673,,,,,3.931520252,,0
0.95,17.5,7.513330000000002,7.77,3.58,0.17,0.98,3.38,0.22,25.0,225.0,16.0,20.0,,47.0,,15.0,284.0,30.0,115.0,,,152.0,,,,,,,,,,,,,,,,,2.0,0.89,0.37,1
0.87,16.4,6.7934899999999985,6.55,4.76,0.1,1.36,4.08,0.21,13.5,170.0,142.0,23.0,68.0,,,32.0,640.0,10.9,104.0,4.5,,550.0,14.0,28.0,,16.5,3.5,1.05,3.0,,2.2,,1.0,,0.88,,,,,3.4,,0
1.52,15.69,10.73,7.64,2.83,0.19,0.41,3.49,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1.01,16.66,5.48878,5.13,2.81,0.08,2.78,3.85,0.26,,120.0,41.0,36.0,6.0,13.0,101.0,82.0,496.0,21.0,189.0,12.0,,956.0,,,,,,,,,,,,,,,,,,,,0
0.64,15.76,4.525994,4.73,2.3,0.07,2.16,4.08,0.18,8.4,104.0,31.0,16.0,17.0,,,56.0,605.0,8.8,111.0,7.5,,960.0,24.5,46.0,,20.0,3.7,1.0,2.8,,1.65,,0.8,,0.6,,,,,8.8,,0
1.17,18.22,7.135414,3.4,2.67,0.11,3.81,2.03,0.3,,142.0,73.0,28.0,13.0,17.7,99.0,182.0,441.0,79.0,300.0,39.0,,1152.0,72.48,140.93,,52.01,9.93,1.88,10.5,1.31,,2.76,,0.0,5.42,0.87,7.39,0.0,44.0,2.09,3.9,0
0.17800000000000002,7.93,1.331704,1.14,0.82,0.029,1.979,2.32,0.07,,19.0,12.0,,5.0,6.0,78.0,133.0,376.0,33.0,264.0,18.0,3.0,874.0,37.0,69.0,,30.0,5.4,1.1,,1.1,,,,,3.5,0.51,,,5.0,,,0
0.8,16.0,3.95912,3.9,1.8,0.1,3.3,4.5,0.3,6.7,92.6,12.8,11.3,10.1,,,97.8,836.4,9.1,148.8,,,1275.4,39.5,78.7,,31.8,6.0,1.3,3.5,,2.0,,0.7,,0.6,,,,,8.3,,0
1.07,17.16,5.79,5.77,3.97,0.08,3.24,3.77,0.42,14.2,137.0,47.0,19.9,30.0,,,65.0,726.0,20.0,218.0,12.0,2.19,1182.0,40.8,88.3,,38.2,7.27,1.83,,0.731,,,,,1.54,0.229,6.46,0.78,13.0,8.28,1.93,0
4.07,15.05,11.39962,8.6,4.14,0.12,1.52,3.77,1.0,,196.0,56.0,,64.0,,121.0,23.0,700.0,33.0,251.0,24.0,,600.0,29.0,79.0,,,,,,,,,,,,,,,,,,1
0.2,10.26,7.8035679999999985,5.1,15.21,0.14,0.77,1.51,0.05,,124.0,850.0,,344.0,,,10.0,99.0,5.0,38.0,,,23.0,,,,,,,,,,,,,,,,,,,,1
2.16,17.52,9.249944,10.65,4.92,0.14,0.94,3.87,0.38,24.0,207.0,100.0,33.0,47.0,,,15.0,566.0,26.0,177.0,28.0,0.05,226.0,20.0,44.0,,24.0,6.0,1.9,,0.79,,,,,1.85,,4.2,1.8,,2.1,0.61,1
0.94,17.08,6.8722059999999985,7.16,3.17,0.16,1.5,3.89,0.19,20.0,186.0,52.0,,22.0,38.0,72.0,26.0,287.0,33.0,154.0,5.0,,242.0,14.0,34.0,,,,,,,,,,,,,,,0.0,,,1
0.99,16.45,7.585314,7.68,5.89,0.15,2.02,3.4,0.2,26.0,220.0,105.0,33.0,53.0,52.0,36.0,33.0,242.0,19.0,89.0,3.0,,301.0,1.0,29.0,,26.0,,,,,,,,,,,5.0,1.0,7.0,3.0,1.0,0
1.57,13.2,16.58,8.21,2.98,0.28,1.51,2.76,0.1,,,13.0,,10.0,,125.0,21.0,156.0,40.0,53.0,0.0,,69.0,7.0,9.0,,11.0,,,,,,,,,,,,,4.0,0.0,,1
0.64,15.88,5.2,4.19,2.0,0.08,2.94,3.86,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.8,16.95,5.650744,6.1,3.18,0.09,1.26,4.28,0.24,11.5,148.0,36.0,20.0,40.0,,,26.5,660.0,12.0,105.0,4.4,,580.0,14.0,29.0,,16.8,3.7,1.04,3.3,,2.35,,1.1,,1.03,,,,,2.9,,0
0.65,15.56,6.505554,5.58,1.66,0.11,1.02,3.72,0.15,21.3,168.8,3.5,15.2,3.1,81.8,74.6,17.3,140.0,32.8,92.9,1.19,0.48,133.0,6.24,11.8,1.98,9.64,2.92,0.9,4.02,0.69,4.52,1.02,2.98,,3.06,0.5,2.72,0.1,3.08,0.74,0.46,1
0.55,16.3,6.064652,6.64,4.63,0.11,1.07,3.61,0.14,22.4090838,61.56434609,20.03734873,473.578613,7.770550737000001,,,18.73192389,147.7095284,80.25736729,3.325927857,527.201695,,196.8913688,8.683657067,16.89308002,,9.916803453,1.956043412,0.460324467,2.085223278,,1.495923733,,1.114698857,,1.011427205,,,,,0.81141748,,0
0.45,16.4,4.786936,5.06,2.36,0.08,1.96,3.81,0.15,9.8,122.0,45.0,15.0,24.0,,,48.5,518.0,8.7,73.0,3.6,,850.0,16.5,29.0,,14.0,2.75,0.78,2.4,,1.6,,0.8,,0.7,,,,,4.65,,0
0.88,18.69,10.165272,11.93,6.38,0.17,0.81,2.07,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.545127589,15.38437359,2.73,3.100222827,1.18466275,0.046696218,4.368126662,3.0922,0.186784872,5.307,,15.0097,6.178,3.0454055280000003,,,231.4508201,332.0,14.21189246,170.5427095,13.19675729,15.0712,562.0837,37.5581,81.37,,34.613,6.7758,1.009,,0.564,,,,,1.1379,0.131,4.857,1.653,,21.09,9.266,0
0.75,17.0,5.326816,5.25,2.78,0.09,2.36,4.37,0.27,11.1,134.0,40.0,18.0,29.0,,,46.0,840.0,12.4,175.0,6.8,,1065.0,32.0,59.0,,26.0,4.9,1.22,4.0,,2.4,,1.2,,1.02,,,,,3.2,,0
0.42,16.5,5.092868,5.25,2.7,0.09,1.69,4.0,0.13,12.0,127.0,45.0,15.0,27.0,,,40.0,508.0,9.7,73.0,2.7,,745.0,13.0,23.0,,11.0,2.3,0.66,2.6,,1.65,,0.95,,0.9,,,,,3.3,,0
0.772343909,15.62194281,8.46179987,12.35750255,9.051870617,0.17506461899999998,0.401618833,2.018392083,0.051489594000000014,45.0,298.0,206.0,,96.0,,,4.4,99.0,20.0,50.0,1.1,,11.0,3.0,7.0,,6.0,,,,,,,,,,,,,,,,1
0.59,14.96,3.46,3.65,1.68,0.06,3.77,3.23,0.15,,,46.0,,11.0,,,189.0,322.0,15.69,200.0,13.81,16.08,670.0,38.36,63.1,7.26,27.37,4.99,0.86,4.2,0.51,3.12,0.56,1.71,0.22,1.47,0.21,5.42,1.14,23.02,21.76,7.03,0
0.6589618429999999,15.07881994,3.266458459,2.755990269,1.24881421,0.055743089,4.402508594,3.385601712,0.225332343,7.6,77.0,14.4,,0.917641419,7.9,66.4,264.1,288.1,24.8,204.6,20.6,20.0,450.0,44.1,95.0,12.34951223,43.4,9.456987827,1.431882813,7.276998687000001,1.032716549,6.590613387,0.940710141,2.265408603,0.310701738,2.8674473760000003,0.268859292,5.9803705670000005,2.651385174,20.9,27.0,11.0,0
1.45,15.92,7.34,6.54,6.13,0.1,2.46,3.42,0.34,17.8,,222.0,30.0,75.0,,,90.0,610.0,,,,2.6,579.0,46.0,99.2,,42.0,7.67,1.76,,0.76,,,,,1.58,0.208,5.6,1.4,,11.1,2.1,0
0.5,15.77,8.03,8.76,4.79,0.13,0.81,2.56,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1.13,17.3,7.84,4.8,3.0,0.11,1.2,5.6,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2.04,15.32,10.39,10.83,6.48,0.2,0.18,2.95,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.91,18.54,6.910464,6.61,2.03,0.1,1.29,4.45,0.29,16.0,102.0,8.0,15.0,,31.0,,21.0,349.0,32.0,146.0,,,239.0,,,,,,,,,,,,,,,,,2.0,1.4,0.46,1
0.503634985,15.44480621,2.6182877330000003,2.871333604,1.183337485,0.044016879,4.528620272,3.35,0.271266811,5.9262,,11.0634,6.7013,3.1443,,,225.2026356,298.9053164,12.28378012,152.5236032,14.33107681,18.04594353,593.8286509999998,29.35252784,65.45068235,,27.10271843,5.986237647,0.952447059,,0.427676471,,,,,1.194822745,0.16747451,4.613152157,1.888,22.52026356,18.51363922,10.96341569,0
0.74,20.14,9.028738,10.3,4.75,0.15,0.46,2.01,0.17,,,,,24.0,,,6.0,178.0,20.0,45.0,5.0,,,,,,,,,,,,,,,,,,,,,,1
1.41,16.2,8.690402,11.28,6.71,0.16,0.76,2.75,0.17,,291.0,232.0,,88.0,,,8.0,162.0,34.0,97.0,7.0,,30.0,,,,,,,,,,,,,,,,,,,,1
1.082,14.2928,10.8038,6.6262,2.7306,0.2002,0.5334,2.9982,0.1358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.9,16.1,5.6687400000000014,6.2,3.4,0.1,2.4,3.2,0.2,15.0,154.0,,,,,,115.0,518.0,20.0,139.0,13.6,7.8,470.0,33.0,68.0,8.0,31.0,5.9,1.4,5.3,0.69,4.0,0.77,2.08,0.3,1.88,0.36,4.2,0.97,12.0,9.0,2.7,0
1.05,16.4,6.740322,6.69,3.86,0.11,1.75,3.59,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.21,10.25,8.424430000000001,5.91,13.57,0.18,0.69,1.51,0.03,30.0,190.0,821.0,49.0,272.0,148.0,132.0,20.0,136.0,30.0,39.0,,,,1.1,1.7,,,0.4,0.0,,0.15,0.8,0.5,,0.0,0.6,0.0,0.6,,,,,1
0.89,16.57,7.144411999999999,8.14,5.29,0.13,1.39,3.62,0.22,24.6,210.0,131.0,,42.6,,,36.2,528.0,17.5,121.0,4.8,,582.0,14.2,32.3,,17.1,3.7,1.12,3.55,,3.14,,1.76,,1.64,,,,7.53,4.51,1.39,0
0.92,16.89,6.25361,7.34,4.92,0.11,1.42,3.88,0.29,18.96275988,173.36911919999997,110.22031640000002,20.27722111,55.8615051,,,,781.6982832,17.394916100000003,112.7357437,,,752.9767381,,,,,,,,,,,,,,,,,,,,0
0.54,19.96,6.676516,7.31,2.44,0.19,2.54,3.74,0.23,,145.0,5.76,,30.1,,,18.9,443.0,18.5,104.0,4.74,0.12,425.0,16.5,36.3,3.5,14.5,2.89,1.0,2.65,0.44,2.71,0.58,1.75,0.28,1.82,0.29,2.67,0.27,3.81,3.36,0.68,1
0.69,16.25,4.7149519999999985,4.5,2.5,0.06,2.44,3.88,0.22,9.4,115.0,54.0,18.0,25.5,,,74.0,620.0,11.0,65.0,7.5,,1000.0,28.3,55.0,,25.0,,1.07,,,2.13,,1.05,,0.84,,,,,,,0
1.16,14.86,11.45,10.2,5.47,0.2,0.23,2.33,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.8,15.6,4.759519999999998,4.7,2.4,0.08,3.1,3.4,0.21,20.0,120.0,25.0,16.0,8.0,40.0,,185.0,450.0,6.0,220.0,,,490.0,,,,,,,,,,,,,,,,,,,,0
